1.688845793229015726e+02,-7.111064410980154094e+01
1.776156061488917430e+02,-1.055138895283322142e+02
1.870138879525796085e+02,-1.119233379060172240e+02
1.892898735148081073e+02,-1.030461260962644161e+02
2.373273683468811157e+02,-1.368575084323345550e+02
1.865884827825100842e+02,-1.105529364789614988e+02
1.792681178618955187e+02,-9.710134270720283212e+01
1.858266646852979989e+02,-1.065105569444821469e+02
1.713296566402243570e+02,-8.327593870312207969e+01
1.803261161012601690e+02,-9.670491834126488584e+01
1.732740993295784051e+02,-9.538055082991691336e+01
1.846012342984581096e+02,-9.728250248188652449e+01
1.895609226095546944e+02,-1.003839188277814714e+02
1.790502177292622434e+02,-1.044900652781348924e+02
1.793305765923228421e+02,-9.113606117279351793e+01
1.771411551813241942e+02,-1.018911894255379167e+02
1.669943702721040495e+02,-1.205136535975762655e+02
1.768555165228479780e+02,-1.000246529604202266e+02
1.725222530411826938e+02,-9.858813879832617033e+01
1.879890104635753119e+02,-9.594076318007721227e+01
1.676390438361489714e+02,-7.321319834788397429e+01
1.764659543521412104e+02,-9.124093773324273116e+01
1.742320236223044390e+02,-1.022533748510240770e+02
1.813248556488854604e+02,-8.997557461850975358e+01
1.738122228593157956e+02,-9.608231351078225657e+01
1.808142929396557577e+02,-1.016036695364464464e+02
1.789412925716069651e+02,-1.064740512866403037e+02
1.791308018224581531e+02,-9.772302574970773037e+01
1.832081815830882192e+02,-1.365466846384162238e+02
1.819886454803891240e+02,-9.536984390967793956e+01
-1.701353932573167924e+02,-1.826338890543037863e+01
-1.683631220349206217e+02,-1.281644912537263714e+01
-2.153785375433921843e+02,1.792218277654691505e+01
-1.661861746234255577e+02,-1.323099415171276050e+01
-1.725959741778435159e+02,-8.451600753507884534e+00
-1.650904601510390819e+02,-1.330196031389662892e+01
-1.953664824595075515e+02,1.238706147393488166e+00
-1.626035965670403129e+02,-1.291176536483989779e+01
-1.591368301460964574e+02,-1.869387764292728349e+01
-1.605990694840643300e+02,-1.217671635078792924e+01
-1.647575291836373594e+02,-1.459451974949320352e+01
-1.585655569214970626e+02,-1.142479418006749725e+01
-1.550879407160601033e+02,-1.084264334501437865e+01
-1.569610894360436362e+02,-1.109080986900073995e+01
-1.500713887409421829e+02,6.205060875044368096e+00
-1.551550583867590376e+02,-1.221741888205357007e+01
-1.482864646897732257e+02,1.228388058358417467e+00
-1.527793177782156988e+02,-1.065007761664175057e+01
-1.554793409693488400e+02,-1.343588178825765489e+01
-1.509912952958499943e+02,-1.076100936437344657e+01
-1.528440195185612538e+02,-1.548364755207644627e+01
-1.488756004193061244e+02,-9.948320576185432529e+00
-1.353721112385620131e+02,-1.405493057343377572e+01
-1.465068324060893872e+02,-9.293233049332281226e+00
-1.339511514906664615e+02,-1.962998507590101127e+01
-1.453234583441274594e+02,-8.549256554175643785e+00
-7.952769447643684941e+01,-1.514018683174423074e+01
-1.429781655034107928e+02,-8.713157121256804416e+00
-1.346769858807682283e+02,-9.980193249118105570e+00
-1.406599650800609425e+02,-8.359900799449338393e+00
-1.724502482587728593e+02,-4.533128182479195800e-03
-1.387484075932823373e+02,-7.153387058733869708e+00
-1.386074586452952531e+02,-1.099549135041798564e+01
-1.367186194516905005e+02,-7.279631453881136416e+00
-1.288430405333727151e+02,-9.064373945555585621e+00
-1.344198307150031155e+02,-6.815253641812137886e+00
-1.235243771041245964e+02,-6.891881579172247640e-01
-1.326704751019499042e+02,-7.413719170308129769e+00
-1.166408583524614642e+02,4.317196193000016891e+00
-1.305945241635982086e+02,-5.677778952646373334e+00
-1.322048300548391069e+02,-1.467969098522758031e+00
-1.292811527155095348e+02,-4.822560962495483494e+00
-1.619647674961898360e+02,-5.049755829016898190e+01
-1.278253606329120515e+02,-5.845277792081525980e+00
-1.321551346920784908e+02,5.558433970370026955e+00
-1.251632497490390961e+02,-5.671337894688718073e+00
-9.558323409211531896e+01,-1.975636043995061186e+01
-1.236184266882707021e+02,-4.162080536175351675e+00
-1.185715080288208156e+02,-6.792261756253754612e+00
-1.202962299998793867e+02,-4.135449210144639842e+00
-7.876778522913883762e+01,8.819892490997560230e+00
-1.182205972296900711e+02,-3.745298651787286826e+00
-1.247085941833846761e+02,9.871527569837684979e+00
-1.172728870839912787e+02,-3.499418931444450376e+00
-1.338601618754919969e+02,-8.386558448596243664e+00
-1.148786652794590992e+02,-2.899084910562998108e+00
-1.103643884182071844e+02,7.056870149365618516e+00
-1.130602322858942586e+02,-3.216560367723214853e+00
-1.421491122259956512e+02,-1.937674021407772784e+01
-1.118370979038094646e+02,-1.787485087780509962e+00
-1.127401745999709277e+02,-3.710417380665679943e+00
-1.090009457414190024e+02,-2.498310212297716770e+00
-1.299635671997890540e+02,1.560514390504329363e+01
